Date	        Open	High	Low	    Close	Volume	        Market Cap
Nov 30, 2022	$13.37	$14.22	$13.31	$14.12	$331,594,403	$5,127,151,961
Nov 29, 2022	$13.40	$13.90	$13.28	$13.37	$265,372,933	$4,856,299,844
Nov 28, 2022	$14.11	$14.15	$12.82	$13.40	$447,463,511	$4,867,955,079
Nov 27, 2022	$14.16	$14.41	$14.08	$14.12	$225,035,409	$5,124,488,710
Nov 26, 2022	$14.06	$14.89	$14.03	$14.16	$333,271,818	$5,140,267,406
Nov 25, 2022	$14.58	$14.58	$13.96	$14.06	$323,667,943	$5,103,645,623
Nov 24, 2022	$14.35	$14.85	$13.92	$14.58	$620,159,372	$5,292,084,938
Nov 23, 2022	$12.44	$14.40	$12.43	$14.35	$859,905,329	$5,206,479,875
Nov 22, 2022	$11.84	$12.47	$11.01	$12.44	$529,418,278	$4,511,441,152
Nov 21, 2022	$12.25	$12.26	$11.34	$11.85	$504,498,729	$4,296,086,534
Nov 20, 2022	$12.85	$13.42	$12.20	$12.25	$508,411,732	$4,443,562,135
Nov 19, 2022	$13.25	$13.26	$12.64	$12.85	$314,294,255	$4,660,507,540
Nov 18, 2022	$13.64	$13.79	$13.04	$13.25	$357,193,046	$4,815,626,853
Nov 17, 2022	$14.29	$14.46	$13.08	$13.64	$673,219,780	$4,942,583,109
Nov 16, 2022	$14.30	$14.56	$13.71	$14.29	$487,495,993	$5,175,158,919
Nov 15, 2022	$14.00	$14.97	$13.93	$14.30	$833,458,645	$5,180,801,276
Nov 14, 2022	$13.17	$14.89	$12.25	$14.00	$1,365,413,449	$5,072,306,279
Nov 13, 2022	$14.54	$14.66	$13.12	$13.16	$880,792,311	$4,775,608,031
Nov 12, 2022	$16.34	$16.41	$14.54	$14.54	$866,923,655	$5,272,294,845
Nov 11, 2022	$17.66	$18.14	$15.51	$16.33	$2,191,908,978	$5,920,632,241
Nov 10, 2022	$13.99	$18.68	$13.41	$17.68	$4,084,381,465	$6,408,950,960
Nov 09, 2022	$24.16	$24.16	$12.51	$13.94	$4,647,808,136	$5,051,209,329
Nov 08, 2022	$29.60	$31.06	$21.78	$24.15	$6,120,104,231	$8,736,899,293
Nov 07, 2022	$32.68	$33.07	$28.93	$29.60	$2,545,092,967	$10,691,117,755
Nov 06, 2022	$36.77	$36.90	$32.55	$32.68	$1,650,006,613	$11,740,670,593
Nov 05, 2022	$33.78	$38.55	$33.74	$36.77	$2,470,595,904	$13,207,108,003
Nov 04, 2022	$30.84	$34.10	$30.73	$33.78	$1,364,403,572	$12,130,041,764
Nov 03, 2022	$30.79	$32.14	$30.68	$30.84	$832,207,929	$11,075,455,358
Nov 02, 2022	$32.25	$32.83	$30.29	$30.79	$1,166,999,748	$11,063,118,806
Nov 01, 2022	$32.61	$33.33	$32.20	$32.25	$729,292,793	$11,587,894,782
Oct 31, 2022	$32.96	$34.31	$32.29	$32.61	$1,174,404,933	$11,700,034,113
Oct 30, 2022	$32.86	$33.48	$32.06	$32.97	$731,319,297	$11,827,394,126
Oct 29, 2022	$32.11	$33.74	$31.92	$32.86	$1,165,931,963	$11,788,391,586
Oct 28, 2022	$30.63	$32.45	$30.19	$32.11	$1,063,403,956	$11,516,583,031
Oct 27, 2022	$31.29	$32.20	$30.59	$30.63	$1,275,994,871	$10,985,589,067
Oct 26, 2022	$30.93	$31.84	$30.77	$31.28	$1,250,974,763	$11,216,078,159
Oct 25, 2022	$28.31	$32.19	$28.12	$30.94	$1,336,242,036	$11,092,512,250
Oct 24, 2022	$29.27	$29.41	$28.22	$28.31	$667,625,312	$10,145,550,218
Oct 23, 2022	$28.01	$29.33	$27.86	$29.27	$633,157,057	$10,489,621,424
Oct 22, 2022	$28.11	$28.14	$27.56	$28.01	$474,234,383	$10,039,459,024
Oct 21, 2022	$28.08	$28.24	$26.99	$28.11	$967,208,274	$10,069,754,943
Oct 20, 2022	$28.89	$29.43	$28.07	$28.09	$803,871,622	$10,061,337,228
Oct 19, 2022	$30.16	$30.21	$28.83	$28.90	$697,269,954	$10,349,774,574
Oct 18, 2022	$31.22	$31.41	$29.83	$30.16	$715,092,973	$10,802,291,647
Oct 17, 2022	$30.17	$31.26	$29.88	$31.22	$658,840,500	$11,177,998,241
Oct 16, 2022	$29.58	$30.44	$29.58	$30.17	$608,389,719	$10,800,988,353
Oct 15, 2022	$30.01	$30.15	$29.53	$29.58	$547,825,492	$10,588,517,508
Oct 14, 2022	$30.54	$31.91	$29.76	$30.01	$836,283,411	$10,739,225,738
Oct 13, 2022	$31.16	$31.18	$28.20	$30.54	$1,302,451,856	$10,930,880,565
Oct 12, 2022	$30.78	$31.46	$30.73	$31.17	$490,127,096	$11,140,349,383
Oct 11, 2022	$31.97	$31.97	$30.58	$30.78	$733,071,932	$11,001,461,002
Oct 10, 2022	$32.91	$33.34	$31.97	$31.97	$640,691,958	$11,422,898,166
Oct 09, 2022	$32.58	$33.10	$32.48	$32.91	$405,849,928	$11,755,441,424
Oct 08, 2022	$33.00	$33.04	$32.45	$32.58	$367,021,196	$11,635,484,142
Oct 07, 2022	$33.34	$33.73	$32.55	$33.00	$649,212,486	$11,739,434,829
Oct 06, 2022	$34.07	$34.46	$33.33	$33.34	$712,289,836	$11,844,090,547
Oct 05, 2022	$34.12	$34.31	$33.28	$34.07	$655,950,188	$12,103,633,784
Oct 04, 2022	$32.96	$34.34	$32.88	$34.12	$717,157,069	$12,116,396,797
Oct 03, 2022	$32.06	$33.20	$31.95	$32.97	$633,204,077	$11,706,353,015
Oct 02, 2022	$32.47	$33.00	$32.00	$32.06	$532,211,084	$11,393,119,249
Oct 01, 2022	$33.22	$33.23	$32.47	$32.47	$572,976,679	$11,535,862,855
Sep 30, 2022	$33.95	$35.13	$32.74	$33.21	$1,210,784,941	$11,787,522,154
Sep 29, 2022	$33.24	$34.34	$32.79	$33.95	$951,223,921	$12,050,180,083
Sep 28, 2022	$32.74	$33.74	$31.73	$33.24	$998,520,503	$11,791,307,084
Sep 27, 2022	$33.88	$35.24	$32.27	$32.75	$1,223,724,195	$11,619,152,544
Sep 26, 2022	$32.34	$33.88	$31.96	$33.88	$936,313,674	$12,020,234,575
Sep 25, 2022	$33.46	$33.99	$32.01	$32.34	$610,529,879	$11,467,768,426
Sep 24, 2022	$33.68	$34.70	$33.27	$33.46	$872,691,785	$11,867,593,383
Sep 23, 2022	$32.41	$33.91	$31.36	$33.68	$982,495,447	$11,939,083,169
Sep 22, 2022	$30.82	$32.81	$30.64	$32.41	$833,702,543	$11,489,673,166
Sep 21, 2022	$31.43	$33.13	$30.20	$30.83	$1,193,686,258	$10,914,413,726
Sep 20, 2022	$32.69	$32.79	$31.39	$31.43	$819,978,937	$11,125,013,748
Sep 19, 2022	$31.05	$32.99	$30.69	$32.69	$971,182,780	$11,568,250,432
Sep 18, 2022	$33.75	$33.95	$30.98	$31.06	$694,870,049	$10,998,783,713
Sep 17, 2022	$32.21	$33.85	$32.21	$33.75	$501,302,380	$11,947,252,004
Sep 16, 2022	$33.04	$33.20	$31.64	$32.21	$765,952,525	$11,401,260,515
Sep 15, 2022	$34.09	$34.72	$32.72	$33.05	$1,139,377,803	$11,698,209,083
Sep 14, 2022	$33.02	$34.28	$32.87	$34.09	$1,003,604,224	$12,062,868,031
Sep 13, 2022	$37.42	$38.87	$32.87	$33.43	$1,785,181,627	$11,815,911,871
Sep 12, 2022	$34.97	$38.17	$34.51	$37.42	$1,701,399,970	$13,226,280,441
Sep 11, 2022	$35.12	$35.90	$34.12	$34.97	$757,216,096	$12,352,902,119
Sep 10, 2022	$34.73	$35.36	$34.37	$35.13	$731,145,106	$12,403,867,342
Sep 09, 2022	$33.61	$35.80	$33.61	$34.74	$1,186,140,934	$12,267,250,689
Sep 08, 2022	$32.71	$33.80	$32.10	$33.61	$978,070,646	$11,863,418,423
Sep 07, 2022	$30.88	$32.90	$30.49	$32.71	$779,212,909	$11,546,558,098
Sep 06, 2022	$32.20	$33.79	$30.64	$30.89	$1,196,204,019	$10,811,183,864
Sep 05, 2022	$32.11	$32.37	$31.21	$32.19	$512,588,616	$11,262,941,462
Sep 04, 2022	$31.11	$32.14	$31.08	$32.11	$392,954,663	$11,232,288,702
Sep 03, 2022	$31.23	$31.23	$30.86	$31.11	$314,531,753	$10,879,255,850
Sep 02, 2022	$31.58	$32.36	$30.84	$31.23	$659,575,995	$10,920,704,687
Sep 01, 2022	$31.48	$31.71	$30.51	$31.59	$666,487,074	$11,045,834,220
Aug 31, 2022	$31.42	$32.88	$31.24	$31.47	$769,308,937	$11,000,112,739
Aug 30, 2022	$32.46	$33.07	$30.80	$31.41	$861,409,804	$10,978,850,938
Aug 29, 2022	$30.39	$32.52	$30.12	$32.47	$891,913,484	$11,346,995,761
Aug 28, 2022	$31.54	$32.13	$30.39	$30.39	$562,501,615	$10,618,466,611
Aug 27, 2022	$31.71	$32.21	$30.95	$31.54	$764,882,265	$11,020,331,826
Aug 26, 2022	$35.31	$35.58	$31.50	$31.73	$1,315,871,629	$11,084,618,357
Aug 25, 2022	$34.96	$36.42	$34.93	$35.32	$828,503,624	$12,334,274,836
Aug 24, 2022	$35.65	$36.29	$34.43	$34.96	$946,325,778	$12,209,076,679
Aug 23, 2022	$35.48	$36.05	$34.31	$35.65	$854,779,221	$12,449,504,399
Aug 22, 2022	$36.53	$36.53	$33.90	$35.47	$1,139,846,770	$12,384,788,099
Aug 21, 2022	$35.26	$36.98	$34.78	$36.53	$982,071,275	$12,754,468,528
Aug 20, 2022	$35.88	$37.22	$34.36	$35.27	$1,203,622,743	$12,313,396,664
Aug 19, 2022	$39.54	$39.54	$35.76	$35.89	$1,821,467,945	$12,518,976,238
Aug 18, 2022	$40.43	$41.61	$39.53	$39.55	$885,648,540	$13,793,882,541
Aug 17, 2022	$43.15	$44.63	$40.29	$40.40	$1,336,772,691	$14,094,071,906
Aug 16, 2022	$43.81	$44.19	$42.78	$43.16	$1,131,452,045	$15,055,409,668
Aug 15, 2022	$44.92	$47.13	$42.91	$43.82	$1,364,253,429	$15,287,214,698
Aug 14, 2022	$46.51	$47.96	$44.69	$44.92	$1,061,034,922	$15,662,657,783
Aug 13, 2022	$45.34	$48.18	$45.34	$46.49	$1,416,039,040	$16,209,730,479
Aug 12, 2022	$42.82	$45.38	$42.23	$45.33	$1,128,246,063	$15,808,543,966
Aug 11, 2022	$42.37	$45.12	$42.37	$42.82	$1,735,349,568	$14,926,562,728
Aug 10, 2022	$40.37	$42.61	$39.26	$42.37	$1,389,333,742	$14,760,621,905
Aug 09, 2022	$42.18	$42.70	$39.94	$40.37	$895,263,875	$14,066,091,187
Aug 08, 2022	$40.61	$43.54	$40.60	$42.17	$1,117,550,363	$14,692,531,940
Aug 07, 2022	$40.06	$41.49	$39.34	$40.61	$614,104,051	$14,089,000,374
Aug 06, 2022	$40.56	$40.85	$39.95	$40.06	$650,997,770	$13,878,612,970
Aug 05, 2022	$38.82	$41.17	$38.80	$40.56	$1,198,859,111	$14,047,846,393
Aug 04, 2022	$38.54	$39.68	$38.04	$38.83	$1,235,137,178	$13,448,585,171
Aug 03, 2022	$39.75	$40.73	$37.89	$38.54	$2,312,325,350	$13,361,517,323
Aug 02, 2022	$41.77	$42.33	$39.75	$39.75	$1,205,226,999	$13,775,725,523
Aug 01, 2022	$42.40	$43.12	$40.74	$41.79	$1,082,119,921	$14,479,875,105
Jul 31, 2022	$43.76	$45.05	$42.35	$42.40	$1,356,657,075	$14,677,221,207
Jul 30, 2022	$41.92	$46.48	$41.62	$43.76	$1,980,341,418	$15,140,706,452
Jul 29, 2022	$42.88	$44.23	$41.28	$41.93	$2,066,610,408	$14,507,890,772
Jul 28, 2022	$40.30	$44.07	$39.13	$42.85	$2,454,901,807	$14,825,668,371
Jul 27, 2022	$36.20	$40.39	$35.76	$40.31	$1,829,226,049	$13,947,675,591
Jul 26, 2022	$36.72	$36.72	$34.82	$36.19	$1,362,323,126	$12,518,295,028
Jul 25, 2022	$41.01	$41.05	$36.71	$36.71	$1,465,847,128	$12,698,416,310
Jul 24, 2022	$40.04	$42.02	$39.61	$41.01	$1,115,260,733	$14,183,909,252
Jul 23, 2022	$40.59	$41.83	$38.71	$40.04	$1,151,436,691	$13,844,645,601
Jul 22, 2022	$43.19	$44.22	$40.14	$40.62	$1,523,873,136	$14,044,360,902
Jul 21, 2022	$42.09	$43.92	$39.82	$43.19	$1,926,399,176	$14,932,954,716
Jul 20, 2022	$44.90	$46.10	$41.64	$42.09	$2,020,822,242	$14,547,886,503
Jul 19, 2022	$43.67	$47.10	$42.72	$44.90	$2,530,289,999	$15,517,763,219
Jul 18, 2022	$38.65	$43.75	$38.61	$43.75	$1,793,335,611	$15,119,057,277
Jul 17, 2022	$39.58	$40.97	$38.55	$38.64	$1,119,935,904	$13,350,831,261
Jul 16, 2022	$37.41	$40.08	$36.40	$39.57	$1,149,921,714	$13,671,687,076
Jul 15, 2022	$37.11	$38.85	$36.65	$37.42	$1,266,226,950	$12,934,991,344
Jul 14, 2022	$34.91	$37.22	$33.69	$37.11	$1,320,137,563	$12,823,564,044
Jul 13, 2022	$32.75	$34.94	$31.96	$34.91	$1,313,110,217	$12,064,347,013
Jul 12, 2022	$33.47	$34.50	$32.76	$32.76	$916,386,230	$11,320,200,697
Jul 11, 2022	$36.69	$36.69	$33.34	$33.46	$930,216,020	$11,559,735,104
Jul 10, 2022	$38.07	$38.07	$36.39	$36.70	$714,119,421	$12,670,817,159
Jul 09, 2022	$38.29	$38.79	$37.87	$38.07	$789,899,204	$13,144,005,205
Jul 08, 2022	$38.52	$39.35	$36.56	$38.29	$1,485,794,730	$13,213,057,612
Jul 07, 2022	$37.08	$39.12	$36.50	$38.52	$1,189,167,903	$13,242,839,649
Jul 06, 2022	$35.40	$37.48	$34.89	$37.07	$1,410,588,451	$12,726,514,305
Jul 05, 2022	$36.76	$36.87	$33.27	$35.40	$1,569,156,882	$12,145,804,297
Jul 04, 2022	$33.39	$36.81	$32.52	$36.79	$1,091,202,628	$12,633,208,224
Jul 03, 2022	$33.36	$33.58	$32.22	$33.39	$605,659,825	$11,465,283,749
Jul 02, 2022	$32.81	$33.93	$31.96	$33.36	$765,552,187	$11,456,182,206
Jul 01, 2022	$33.65	$35.23	$31.93	$32.80	$1,427,407,655	$11,260,787,476
Jun 30, 2022	$33.91	$34.05	$31.06	$33.59	$1,321,861,663	$11,517,442,145
Jun 29, 2022	$35.33	$35.97	$33.25	$33.87	$1,366,803,516	$11,615,355,559
Jun 28, 2022	$38.45	$39.71	$35.23	$35.33	$1,361,946,847	$12,108,802,089
Jun 27, 2022	$39.41	$41.08	$38.17	$38.45	$1,253,389,517	$13,179,917,589
Jun 26, 2022	$42.30	$42.34	$39.38	$39.41	$1,138,724,690	$13,507,861,443
Jun 25, 2022	$42.20	$42.49	$39.88	$42.33	$1,271,293,523	$14,504,821,341
Jun 24, 2022	$38.20	$42.73	$37.85	$42.21	$1,765,927,064	$14,463,467,673
Jun 23, 2022	$34.12	$38.35	$34.08	$38.18	$1,666,479,184	$13,080,320,647
Jun 22, 2022	$36.18	$36.70	$33.80	$34.12	$1,533,123,071	$11,686,937,663
Jun 21, 2022	$35.40	$38.80	$34.40	$36.12	$1,790,090,431	$12,371,813,461
Jun 20, 2022	$34.24	$36.76	$31.89	$35.42	$1,958,378,683	$12,130,694,928
Jun 19, 2022	$31.81	$35.16	$28.91	$34.24	$2,005,402,608	$11,724,330,826
Jun 18, 2022	$30.74	$31.84	$27.46	$31.81	$1,804,420,726	$10,890,380,857
Jun 17, 2022	$30.00	$32.01	$29.48	$30.74	$1,283,536,081	$10,525,467,560
Jun 16, 2022	$34.51	$35.71	$29.73	$29.99	$1,908,909,523	$10,266,933,101
Jun 15, 2022	$29.70	$34.57	$26.87	$34.49	$2,574,959,860	$11,802,105,691
Jun 14, 2022	$28.18	$31.61	$26.06	$29.71	$2,317,785,256	$10,168,590,806
Jun 13, 2022	$30.73	$30.92	$26.14	$28.19	$2,577,135,234	$9,647,671,921
Jun 12, 2022	$33.84	$34.23	$30.74	$30.74	$1,430,666,510	$10,516,559,194
Jun 11, 2022	$37.09	$37.84	$33.44	$33.82	$1,086,904,917	$11,569,435,498
Jun 10, 2022	$39.97	$40.77	$37.00	$37.09	$1,177,042,406	$12,681,410,990
Jun 09, 2022	$38.85	$41.72	$38.56	$39.97	$1,265,873,005	$13,665,953,109
Jun 08, 2022	$39.43	$40.53	$38.40	$38.84	$1,211,034,282	$13,274,759,592
Jun 07, 2022	$42.43	$42.45	$37.78	$39.44	$1,974,825,213	$13,425,918,917
Jun 06, 2022	$38.50	$44.45	$38.44	$42.43	$1,955,057,411	$14,424,637,594
Jun 05, 2022	$38.93	$40.00	$38.04	$38.48	$998,532,387	$13,075,923,615
Jun 04, 2022	$38.27	$39.04	$36.04	$38.93	$1,130,762,770	$13,229,166,675
Jun 03, 2022	$40.90	$41.43	$37.80	$38.26	$1,348,656,102	$13,000,761,217
Jun 02, 2022	$40.26	$41.33	$38.36	$40.89	$1,554,022,054	$13,895,197,382
Jun 01, 2022	$45.77	$45.95	$40.05	$40.27	$1,422,647,092	$13,690,214,128
May 31, 2022	$47.18	$48.04	$44.84	$45.77	$1,509,191,627	$15,539,526,233
May 30, 2022	$44.91	$47.94	$44.36	$47.18	$1,708,817,065	$16,018,826,338
May 29, 2022	$44.34	$45.39	$42.00	$44.91	$1,317,843,243	$15,248,168,487
May 28, 2022	$41.49	$44.66	$40.55	$44.34	$1,254,325,884	$15,049,997,721
May 27, 2022	$43.47	$43.81	$40.27	$40.98	$2,256,358,026	$13,909,019,555
May 26, 2022	$47.98	$48.55	$42.32	$43.49	$2,208,994,514	$14,760,880,599
May 25, 2022	$49.65	$50.44	$47.67	$47.98	$1,304,580,067	$16,278,899,689
May 24, 2022	$49.06	$50.58	$47.50	$49.65	$1,508,166,642	$16,845,804,589
May 23, 2022	$52.74	$54.47	$48.93	$49.06	$1,661,669,360	$16,643,425,150
May 22, 2022	$50.32	$53.02	$49.86	$52.76	$1,105,760,506	$17,898,175,243
May 21, 2022	$49.54	$51.06	$48.77	$50.32	$979,492,374	$17,064,668,695
May 20, 2022	$52.21	$53.44	$48.05	$49.54	$1,830,699,507	$16,800,346,869
May 19, 2022	$49.79	$53.62	$48.64	$52.21	$1,958,004,386	$17,707,717,285
May 18, 2022	$57.12	$57.70	$49.73	$49.76	$1,745,565,671	$16,785,534,282
May 17, 2022	$53.66	$58.04	$53.51	$57.13	$1,823,895,389	$19,271,673,603
May 16, 2022	$58.80	$58.80	$52.27	$53.65	$2,067,312,217	$18,086,298,370
May 15, 2022	$52.43	$58.88	$49.83	$58.81	$1,843,835,578	$19,846,538,362
May 14, 2022	$48.68	$53.06	$46.22	$52.42	$2,042,138,537	$17,681,477,160
May 13, 2022	$44.63	$55.90	$44.08	$48.59	$2,854,210,432	$16,391,692,821
May 12, 2022	$50.24	$53.66	$38.05	$44.68	$4,471,167,155	$15,054,952,460
May 11, 2022	$66.73	$68.12	$44.00	$50.21	$4,432,811,558	$16,910,528,275
May 10, 2022	$63.37	$73.76	$61.03	$66.77	$3,677,013,066	$22,475,117,995
May 09, 2022	$75.23	$76.98	$63.27	$63.27	$2,773,999,164	$21,297,991,171
May 08, 2022	$78.99	$79.28	$74.53	$75.22	$1,439,700,868	$25,222,885,523
May 07, 2022	$81.77	$82.18	$77.88	$78.98	$1,139,093,165	$26,474,257,128
May 06, 2022	$84.59	$84.65	$80.47	$81.76	$1,585,081,920	$27,365,865,669
May 05, 2022	$92.77	$95.03	$81.83	$84.60	$1,805,979,399	$28,284,629,324
May 04, 2022	$85.84	$92.94	$85.73	$92.77	$1,428,455,342	$31,005,535,019
May 03, 2022	$87.56	$88.69	$84.92	$85.84	$1,011,988,792	$28,689,978,615
May 02, 2022	$89.67	$90.69	$85.41	$87.58	$1,265,220,129	$29,271,114,446
May 01, 2022	$85.09	$92.43	$84.94	$89.67	$1,426,749,080	$29,986,417,060
Apr 30, 2022	$94.01	$94.93	$82.91	$85.10	$1,293,033,765	$28,422,718,818
Apr 29, 2022	$98.18	$98.57	$92.88	$94.01	$1,234,575,023	$31,400,352,079
Apr 28, 2022	$98.38	$100.40	$96.69	$98.19	$1,307,131,609	$32,764,948,307
Apr 27, 2022	$95.79	$100.54	$95.28	$98.38	$1,253,566,599	$32,829,333,027
Apr 26, 2022	$101.22	$101.74	$95.18	$95.78	$1,301,074,534	$31,962,849,255
Apr 25, 2022	$99.24	$101.44	$94.76	$101.25	$1,538,486,689	$33,772,914,316
Apr 24, 2022	$100.73	$102.22	$99.01	$99.24	$818,266,008	$33,101,881,731
Apr 23, 2022	$100.62	$102.77	$98.78	$100.74	$823,252,482	$33,605,175,877
Apr 22, 2022	$101.76	$103.50	$99.58	$100.61	$1,274,793,594	$33,561,079,113
Apr 21, 2022	$105.50	$109.77	$100.77	$101.78	$1,838,571,747	$33,935,858,708
Apr 20, 2022	$108.60	$110.72	$104.77	$105.50	$1,761,531,528	$35,176,593,429
Apr 19, 2022	$102.20	$108.58	$101.30	$108.58	$1,711,909,607	$36,205,329,782
Apr 18, 2022	$100.41	$102.52	$95.24	$102.16	$1,846,133,932	$34,030,862,759
Apr 17, 2022	$102.25	$105.29	$99.96	$100.41	$1,057,908,299	$33,448,341,308
Apr 16, 2022	$101.30	$103.27	$100.96	$102.26	$774,939,305	$34,063,156,158
Apr 15, 2022	$100.71	$102.67	$100.10	$101.31	$1,050,639,351	$33,733,487,009
Apr 14, 2022	$104.94	$107.33	$99.26	$100.71	$1,686,576,071	$33,037,638,422
Apr 13, 2022	$103.28	$105.68	$100.49	$105.00	$1,675,840,412	$34,446,417,330
Apr 12, 2022	$99.38	$109.12	$98.94	$103.31	$2,317,008,207	$33,876,639,836
Apr 11, 2022	$111.70	$111.83	$98.67	$99.34	$2,272,498,194	$32,578,478,203
Apr 10, 2022	$112.97	$115.81	$110.08	$111.74	$1,280,232,450	$36,612,845,093
Apr 09, 2022	$109.80	$113.11	$108.63	$112.97	$1,202,250,516	$37,016,030,859
Apr 08, 2022	$118.82	$122.25	$108.54	$109.80	$2,376,864,565	$35,976,774,331
Apr 07, 2022	$112.94	$119.76	$111.96	$118.80	$2,431,083,313	$38,753,887,597
Apr 06, 2022	$126.86	$127.28	$112.77	$112.88	$3,281,009,143	$36,769,287,681
Apr 05, 2022	$132.39	$136.18	$126.56	$126.86	$2,239,922,210	$41,322,645,994
Apr 04, 2022	$136.76	$137.63	$126.87	$132.41	$2,828,117,206	$43,113,299,130
Apr 03, 2022	$132.24	$140.26	$131.23	$136.78	$2,585,967,812	$44,563,278,264
Apr 02, 2022	$134.45	$143.02	$132.14	$132.20	$3,394,186,456	$43,095,052,896
Apr 01, 2022	$122.74	$137.56	$118.79	$134.43	$4,434,807,484	$43,780,520,759
Mar 31, 2022	$120.68	$128.93	$120.20	$122.66	$4,115,229,587	$39,896,242,152
Mar 30, 2022	$111.69	$124.61	$107.77	$120.70	$3,908,170,428	$39,256,767,639
Mar 29, 2022	$106.33	$115.28	$106.00	$111.71	$3,052,274,877	$36,318,284,407
Mar 28, 2022	$107.08	$113.18	$105.48	$106.47	$2,877,146,388	$34,611,838,729
Mar 27, 2022	$101.77	$107.30	$99.27	$107.08	$1,572,329,892	$34,798,921,341
Mar 26, 2022	$98.67	$103.19	$97.83	$101.76	$1,282,869,612	$33,066,454,394
Mar 25, 2022	$102.24	$104.58	$97.32	$98.66	$2,175,497,007	$32,057,254,186
Mar 24, 2022	$95.02	$103.46	$94.07	$102.22	$3,601,646,600	$32,993,555,966
Mar 23, 2022	$90.51	$96.05	$89.81	$95.10	$2,099,467,745	$30,479,406,013
Mar 22, 2022	$88.74	$93.77	$88.18	$90.51	$1,879,747,152	$29,008,521,074
Mar 21, 2022	$88.61	$91.01	$87.21	$88.76	$1,598,537,312	$28,434,031,533
Mar 20, 2022	$92.41	$92.44	$88.15	$88.61	$1,286,133,603	$28,388,486,844
Mar 19, 2022	$89.82	$94.36	$89.39	$92.42	$1,951,674,158	$29,606,972,591
Mar 18, 2022	$87.87	$91.85	$84.64	$89.82	$2,745,357,460	$28,763,415,973
Mar 17, 2022	$87.86	$90.76	$86.75	$87.88	$2,440,062,581	$28,140,573,242
Mar 16, 2022	$82.95	$87.90	$81.65	$87.90	$2,370,877,301	$28,109,416,349
Mar 15, 2022	$81.17	$85.52	$79.07	$82.96	$1,627,848,455	$26,801,674,175
Mar 14, 2022	$78.93	$82.10	$78.27	$81.17	$1,676,601,058	$26,226,064,257
Mar 13, 2022	$81.53	$82.88	$78.00	$78.94	$1,316,842,580	$25,492,592,997
Mar 12, 2022	$80.75	$82.66	$80.72	$81.55	$1,036,290,480	$26,068,188,198
Mar 11, 2022	$82.94	$84.05	$80.28	$80.74	$1,852,734,626	$26,076,896,380
